Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21 00:00:00-05:00,0.6737043857574463,0.6737043857574463,0.6737043857574463,0.6737043857574463,420800,0.0,0.0
1973-02-22 00:00:00-05:00,0.6866598725318909,0.6866598725318909,0.6866598725318909,0.6866598725318909,92800,0.0,0.0
1973-02-23 00:00:00-05:00,0.7060937881469727,0.7060937881469727,0.7060937881469727,0.7060937881469727,400000,0.0,0.0
1973-02-26 00:00:00-05:00,0.6931377649307251,0.6931377649307251,0.6931377649307251,0.6931377649307251,187200,0.0,0.0
1973-02-27 00:00:00-05:00,0.6413143873214722,0.6413143873214722,0.6413143873214722,0.6413143873214722,657600,0.0,0.0
1973-02-28 00:00:00-05:00,0.6866598725318909,0.6866598725318909,0.6866598725318909,0.6866598725318909,235200,0.0,0.0
1973-03-01 00:00:00-05:00,0.6963770389556885,0.6963770389556885,0.6963770389556885,0.6963770389556885,235200,0.0,0.0
1973-03-02 00:00:00-05:00,0.7028547525405884,0.7028547525405884,0.7028547525405884,0.7028547525405884,128000,0.0,0.0
1973-03-05 00:00:00-05:00,0.6866598725318909,0.6866598725318909,0.6866598725318909,0.6866598725318909,244800,0.0,0.0
1973-03-06 00:00:00-05:00,0.6898990869522095,0.6898990869522095,0.6898990869522095,0.6898990869522095,235200,0.0,0.0
1973-03-07 00:00:00-05:00,0.7028547525405884,0.7028547525405884,0.7028547525405884,0.7028547525405884,478400,0.0,0.0
1973-03-08 00:00:00-05:00,0.725527822971344,0.725527822971344,0.725527822971344,0.725527822971344,299200,0.0,0.0
1973-03-09 00:00:00-05:00,0.7125716805458069,0.7125716805458069,0.7125716805458069,0.7125716805458069,726400,0.0,0.0
1973-03-12 00:00:00-05:00,0.7352445721626282,0.7352445721626282,0.7352445721626282,0.7352445721626282,166400,0.0,0.0
1973-03-13 00:00:00-05:00,0.7320050597190857,0.7320050597190857,0.7320050597190857,0.7320050597190857,115200,0.0,0.0
1973-03-14 00:00:00-05:00,0.725527822971344,0.725527822971344,0.725527822971344,0.725527822971344,36800,0.0,0.0
1973-03-15 00:00:00-05:00,0.7320050597190857,0.7320050597190857,0.7320050597190857,0.7320050597190857,80000,0.0,0.0
1973-03-16 00:00:00-05:00,0.7417224049568176,0.7417224049568176,0.7417224049568176,0.7417224049568176,86400,0.0,0.0
1973-03-19 00:00:00-05:00,0.7320050597190857,0.7320050597190857,0.7320050597190857,0.7320050597190857,67200,0.0,0.0
1973-03-20 00:00:00-05:00,0.7449616193771362,0.7449616193771362,0.7449616193771362,0.7449616193771362,72000,0.0,0.0
1973-03-21 00:00:00-05:00,0.7287671566009521,0.7287671566009521,0.7287671566009521,0.7287671566009521,62400,0.0,0.0
1973-03-22 00:00:00-05:00,0.6996160745620728,0.6996160745620728,0.6996160745620728,0.6996160745620728,516800,0.0,0.0
1973-03-23 00:00:00-05:00,0.6996160745620728,0.6996160745620728,0.6996160745620728,0.6996160745620728,89600,0.0,0.0
1973-03-26 00:00:00-05:00,0.6963770389556885,0.6963770389556885,0.6963770389556885,0.6963770389556885,75200,0.0,0.0
1973-03-27 00:00:00-05:00,0.7093327641487122,0.7093327641487122,0.7093327641487122,0.7093327641487122,168000,0.0,0.0
1973-03-28 00:00:00-05:00,0.7190492749214172,0.7190492749214172,0.7190492749214172,0.7190492749214172,148800,0.0,0.0
1973-03-29 00:00:00-05:00,0.725527822971344,0.725527822971344,0.725527822971344,0.725527822971344,217600,0.0,0.0
1973-03-30 00:00:00-05:00,0.7320050597190857,0.7320050597190857,0.7320050597190857,0.7320050597190857,222400,0.0,0.0
1973-04-02 00:00:00-05:00,0.7222883701324463,0.7222883701324463,0.7222883701324463,0.7222883701324463,193600,0.0,0.0
1973-04-03 00:00:00-05:00,0.6996160745620728,0.6996160745620728,0.6996160745620728,0.6996160745620728,307200,0.0,0.0
1973-04-04 00:00:00-05:00,0.7028547525405884,0.7028547525405884,0.7028547525405884,0.7028547525405884,112000,0.0,0.0
1973-04-05 00:00:00-05:00,0.6769431829452515,0.6769431829452515,0.6769431829452515,0.6769431829452515,507200,0.0,0.0
1973-04-06 00:00:00-05:00,0.7125716805458069,0.7125716805458069,0.7125716805458069,0.7125716805458069,336000,0.0,0.0
1973-04-09 00:00:00-05:00,0.7125716805458069,0.7125716805458069,0.7125716805458069,0.7125716805458069,121600,0.0,0.0
1973-04-10 00:00:00-05:00,0.725527822971344,0.725527822971344,0.725527822971344,0.725527822971344,145600,0.0,0.0
1973-04-11 00:00:00-05:00,0.7417224049568176,0.7417224049568176,0.7417224049568176,0.7417224049568176,94400,0.0,0.0
1973-04-12 00:00:00-05:00,0.7384827733039856,0.7384827733039856,0.7384827733039856,0.7384827733039856,91200,0.0,0.0
1973-04-13 00:00:00-05:00,0.7449616193771362,0.7449616193771362,0.7449616193771362,0.7449616193771362,49600,0.0,0.0
1973-04-16 00:00:00-05:00,0.7482001185417175,0.7482001185417175,0.7482001185417175,0.7482001185417175,137600,0.0,0.0
